Contract_ID,Contract_Date,Close_Date,Start_Spot,End_Spot,Contract_Forward,Contract_Forward_TC,Exposure,Hedged_Exposure,Fee,Partial_Hedged,Partial_Hedged_TC,Full_Hedged,Full_Hedged_TC,Unhedged,Spot_Change,Cum_Partial_Hedged,Cum_Partial_Hedged_TC,Cum_Full_Hedged,Cum_Full_Hedged_TC,Cum_Unhedged,Year
68,2013-08-01,2013-09-02,1.0345,1.0543,1.0336730753218206,1.0335730753218206,800000.0,400000.0,80.0,7589.230128728275,7469.23012872828,-661.5397425434821,-901.5397425434733,15840.000000000033,0.01980000000000004,9446.282576331,1286.2825763312858,-30947.434847338056,-47267.43484733746,49840.000000000044,2013
69,2013-09-02,2013-10-01,1.0543,1.0322,1.0534572482472648,1.0533572482472648,800000.0,400000.0,80.0,-9177.100701094078,-9297.100701094072,-674.201402188146,-914.2014021881371,-17680.000000000007,-0.02210000000000001,269.18187523692177,-8010.818124762786,-31621.6362495262,-48181.6362495256,32160.000000000036,2013
70,2013-10-01,2013-11-01,1.0322,1.0419,1.0314608479882763,1.0313608479882763,800000.0,400000.0,80.0,3584.3391953105374,3464.339195310542,-591.3216093789586,-831.3216093789498,7760.000000000034,0.009700000000000042,3853.521070547459,-4546.478929452244,-32212.95785890516,-49012.957858904556,39920.00000000007,2013
71,2013-11-01,2013-12-02,1.0419,1.0641,1.0411451886085437,1.0410451886085437,800000.0,400000.0,80.0,8578.075443417443,8458.075443417447,-603.8491131651114,-843.8491131651026,17759.999999999996,0.022199999999999998,12431.596513964902,3911.5965139652026,-32816.80697207027,-49856.80697206966,57680.00000000007,2013
72,2013-12-02,2014-01-01,1.0641,1.0641,1.0632848285509686,1.0631848285509686,800000.0,400000.0,80.0,-326.0685796125706,-446.0685796125662,-652.1371592251412,-892.1371592251325,0.0,0.0,12105.52793435233,3465.5279343526363,-33468.94413129541,-50748.94413129479,57680.00000000007,2013
73,2014-01-01,2014-02-03,1.0641,1.1116,1.0633290928319237,1.0632290928319237,800000.0,400000.0,80.0,18691.6371327694,18571.637132769403,-616.7257344610988,-856.72573446109,37999.9999999999,0.047499999999999876,30797.16506712173,22037.16506712204,-34085.66986575651,-51605.66986575588,95679.99999999997,2014
74,2014-02-03,2014-03-03,1.1116,1.1076,1.110868702480784,1.110768702480784,800000.0,400000.0,80.0,-1892.5190076863885,-2012.5190076863842,-585.0380153727741,-825.0380153727654,-3200.0000000000027,-0.0040000000000000036,28904.64605943534,20024.646059435658,-34670.70788112928,-52430.70788112865,92479.99999999997,2014
75,2014-03-03,2014-04-01,1.1076,1.1021,1.1068897694056512,1.1067897694056512,800000.0,400000.0,80.0,-2484.0922377394218,-2604.092237739417,-568.1844754789722,-808.1844754789633,-4399.999999999871,-0.005499999999999838,26420.553821695918,17420.55382169624,-35238.89235660825,-53238.89235660761,88080.0000000001,2014
76,2014-04-01,2014-05-01,1.1021,1.0954,1.1013015696691624,1.1012015696691624,800000.0,400000.0,80.0,-2999.372132335143,-3119.3721323351383,-638.7442646701658,-878.744264670157,-5360.00000000012,-0.00670000000000015,23421.181689360776,14301.181689361103,-35877.63662127842,-54117.63662127777,82719.99999999999,2014
77,2014-05-01,2014-06-02,1.0954,1.0899,1.0945790793724814,1.0944790793724815,800000.0,400000.0,80.0,-2528.368251007329,-2648.368251007325,-656.7365020147874,-896.7365020147787,-4399.999999999871,-0.005499999999999838,20892.813438353445,11652.813438353778,-36534.373123293204,-55014.37312329255,78320.00000000012,2014
78,2014-06-02,2014-07-01,1.0899,1.0631,1.089101352296573,1.089001352296573,800000.0,400000.0,80.0,-11039.45908137094,-11159.459081370936,-638.9181627417529,-878.918162741744,-21440.000000000127,-0.026800000000000157,9853.354356982505,493.35435698284164,-37173.29128603496,-55893.29128603429,56879.999999999985,2014
79,2014-07-01,2014-08-01,1.0631,1.0914,1.062294446849967,1.0621944468499671,800000.0,400000.0,80.0,10997.778739986863,10877.778739986867,-644.4425200262672,-884.4425200262583,22639.999999999993,0.028299999999999992,20851.133096969366,11371.133096969708,-37817.73380606123,-56777.73380606055,79519.99999999997,2014
80,2014-08-01,2014-09-01,1.0914,1.087,1.0905548270521424,1.0904548270521424,800000.0,400000.0,80.0,-2098.069179143014,-2218.0691791430095,-676.1383582860603,-916.1383582860515,-3519.9999999999677,-0.0043999999999999595,18753.063917826352,9153.0639178267,-38493.87216434729,-57693.8721643466,76000.0,2014
81,2014-09-01,2014-10-01,1.087,1.1162,1.0861763300109084,1.0860763300109084,800000.0,400000.0,80.0,11350.532004363422,11230.532004363427,-658.9359912732461,-898.9359912732374,23360.00000000009,0.029200000000000115,30103.595922189772,20383.59592219013,-39152.808155620536,-58592.80815561984,99360.00000000009,2014
82,2014-10-01,2014-11-03,1.1162,1.1357,1.115372772087601,1.115272772087601,800000.0,400000.0,80.0,7469.108835040305,7349.10883504031,-661.7823299192694,-901.7823299192605,15599.99999999988,0.01949999999999985,37572.70475723008,27732.704757230436,-39814.590485539804,-59494.5904855391,114959.99999999997,2014
83,2014-11-03,2014-12-01,1.1357,1.1328,1.134915036723681,1.1348150367236811,800000.0,400000.0,80.0,-1473.9853105274924,-1593.985310527488,-627.9706210550628,-867.970621055054,-2319.9999999999222,-0.0028999999999999027,36098.719446702584,26138.719446702948,-40442.56110659487,-60362.561106594156,112640.00000000004,2014
84,2014-12-01,2015-01-01,1.1328,1.1615,1.1319604696477643,1.1318604696477643,800000.0,400000.0,80.0,11144.187859105692,11024.187859105697,-671.6242817885743,-911.6242817885654,22959.99999999996,0.028699999999999948,47242.90730580827,37162.90730580864,-41114.18538838344,-61274.18538838272,135600.0,2014
