Contract_ID,Contract_Date,Close_Date,Start_Spot,End_Spot,Contract_Forward,Contract_Forward_TC,Exposure,Hedged_Exposure,Fee,Partial_Hedged,Partial_Hedged_TC,Full_Hedged,Full_Hedged_TC,Unhedged,Spot_Change,Cum_Partial_Hedged,Cum_Partial_Hedged_TC,Cum_Full_Hedged,Cum_Full_Hedged_TC,Cum_Unhedged,Year
29,2010-05-03,2010-08-02,1.0106,1.023,1.0100447114063786,1.0099447114063786,800000.0,400000.0,80.0,4737.884562551464,4617.884562551469,-444.2308748970447,-684.2308748970358,9919.999999999973,0.012399999999999967,48933.74691491511,45453.746914915275,-32532.506170169552,-39492.506170169305,130400.00000000006,2010
30,2010-06-01,2010-09-01,1.0549,1.0499,1.0541360569359468,1.0540360569359468,800000.0,400000.0,80.0,-2305.5772256212135,-2425.5772256212094,-611.1544512425127,-851.1544512425039,-3999.9999999999145,-0.004999999999999893,46628.16968929389,43028.16968929407,-33143.66062141206,-40343.66062141181,126400.00000000015,2010
31,2010-07-01,2010-10-01,1.0588,1.02,1.0579275805243444,1.0578275805243444,800000.0,400000.0,80.0,-15868.96779026219,-15988.967790262184,-697.9355805244224,-937.9355805244137,-31039.999999999956,-0.038799999999999946,30759.2018990317,27039.201899031883,-33841.59620193648,-41281.59620193622,95360.00000000019,2010
32,2010-08-02,2010-11-01,1.023,1.0157,1.0217488581055785,1.0216488581055785,800000.0,400000.0,80.0,-3420.4567577685198,-3540.456757768515,-1000.9135155371496,-1240.9135155371407,-5839.99999999989,-0.007299999999999862,27338.74514126318,23498.745141263367,-34842.50971747363,-42522.50971747336,89520.0000000003,2010
33,2010-09-01,2010-12-01,1.0499,1.0166,1.0484065061143,1.0483065061143,800000.0,400000.0,80.0,-13917.397554280076,-14037.397554280073,-1194.795108560065,-1434.7951085600562,-26640.000000000087,-0.03330000000000011,13421.347586983105,9461.347586983295,-36037.304826033695,-43957.30482603342,62880.00000000022,2010
34,2010-10-01,2011-01-03,1.02,0.9932,1.0181934292912913,1.0180934292912913,800000.0,400000.0,80.0,-11442.628283483502,-11562.628283483498,-1445.2565669669682,-1685.2565669669593,-21440.000000000036,-0.026800000000000046,1978.7193034996035,-2101.2806965002037,-37482.561393000666,-45642.561393000375,41440.00000000018,2010
35,2010-11-01,2011-02-01,1.0157,0.9903,1.0136985957298217,1.0135985957298217,800000.0,400000.0,80.0,-10960.561708071382,-11080.561708071378,-1601.1234161426912,-1841.1234161426823,-20320.000000000073,-0.02540000000000009,-8981.842404571778,-13181.842404571582,-39083.68480914336,-47483.68480914306,21120.00000000011,2010
36,2010-12-01,2011-03-01,1.0166,0.974,1.014445165955961,1.014345165955961,800000.0,400000.0,80.0,-17901.933617615563,-18021.93361761556,-1723.8672352311469,-1963.867235231138,-34079.99999999998,-0.04259999999999997,-26883.77602218734,-31203.776022187143,-40807.552044374504,-49447.5520443742,-12959.999999999869,2010
37,2011-01-03,2011-04-01,0.9932,0.9634,0.9911441468402412,0.9910441468402412,800000.0,400000.0,80.0,-12742.341263903478,-12862.341263903474,-1644.6825278070064,-1884.6825278069978,-23839.99999999995,-0.029799999999999938,-39626.11728609082,-44066.117286090615,-42452.23457218151,-51332.234572181194,-36799.99999999982,2011
38,2011-02-01,2011-05-02,0.9903,0.9502,0.9883240927796484,0.9882240927796484,800000.0,400000.0,80.0,-16830.362888140593,-16950.36288814059,-1580.7257762812555,-1820.7257762812467,-32079.99999999993,-0.040099999999999913,-56456.480174231416,-61016.480174231205,-44032.960348462766,-53152.96034846244,-68879.99999999975,2011
39,2011-03-01,2011-06-01,0.974,0.9773,0.9720323232323232,0.9719323232323233,800000.0,400000.0,80.0,532.9292929292963,412.9292929293007,-1574.1414141413834,-1814.1414141413745,2639.999999999976,0.0032999999999999696,-55923.55088130212,-60603.550881301904,-45607.10176260415,-54967.101762603816,-66239.99999999978,2011
40,2011-04-01,2011-07-01,0.9634,0.9585,0.9613574728125313,0.9612574728125313,800000.0,400000.0,80.0,-2777.0108749875176,-2897.0108749875135,-1634.021749975023,-1874.0217499750142,-3920.0000000000123,-0.0049000000000000155,-58700.56175628964,-63500.56175628942,-47241.12351257917,-56841.12351257883,-70159.9999999998,2011
41,2011-05-02,2011-08-01,0.9502,0.9566,0.9480198269197198,0.9479198269197198,800000.0,400000.0,80.0,1687.9307678878686,1567.9307678878731,-1744.138464224232,-1984.138464224223,5119.999999999969,0.006399999999999961,-57012.63098840177,-61932.63098840154,-48985.261976803406,-58825.261976803056,-65039.999999999825,2011
42,2011-06-01,2011-09-01,0.9773,0.9759,0.9751062850729516,0.9750062850729516,800000.0,400000.0,80.0,-1437.485970819319,-1557.4859708193144,-1754.9719416386722,-1994.9719416386633,-1119.9999999999654,-0.0013999999999999568,-58450.116959221086,-63490.11695922086,-50740.23391844208,-60820.23391844172,-66159.9999999998,2011
43,2011-07-01,2011-10-03,0.9585,1.0545,0.9563244706058416,0.9562244706058416,800000.0,400000.0,80.0,37529.78824233662,37409.788242336625,-1740.42351532675,-1980.4235153267412,76799.99999999999,0.09599999999999997,-20920.32871688447,-26080.328716884236,-52480.65743376883,-62800.657433768465,10640.00000000019,2011
44,2011-08-01,2011-11-01,0.9566,1.0198,0.9546434700189566,0.9545434700189566,800000.0,400000.0,80.0,24497.388007582635,24377.38800758264,-1565.2239848347626,-1805.2239848347538,50560.00000000003,0.06320000000000003,3577.0592906981656,-1702.940709301598,-54045.88141860359,-64605.88141860322,61200.00000000022,2011
45,2011-09-01,2011-12-01,0.9759,1.0139,0.9736849774274812,0.9735849774274812,800000.0,400000.0,80.0,14313.990970992485,14193.990970992489,-1772.0180580150568,-2012.0180580150482,30400.000000000025,0.038000000000000034,17891.050261690652,12491.05026169089,-55817.899476618644,-66617.89947661827,91600.00000000025,2011
46,2011-10-03,2012-01-02,1.0545,1.0195,1.0523690592021555,1.0522690592021555,800000.0,400000.0,80.0,-14852.37631913776,-14972.376319137757,-1704.7526382755862,-1944.7526382755773,-27999.999999999935,-0.03499999999999992,3038.673942552892,-2481.326057446866,-57522.652114894234,-68562.65211489385,63600.00000000031,2011
47,2011-11-01,2012-02-01,1.0198,0.9988,1.017561420838634,1.0174614208386341,800000.0,400000.0,80.0,-9295.431664546382,-9415.431664546379,-1790.8633290927512,-2030.8633290927423,-16800.000000000015,-0.02100000000000002,-6256.75772199349,-11896.757721993245,-59313.51544398699,-70593.51544398659,46800.0000000003,2011
48,2011-12-01,2012-03-01,1.0139,0.9856,1.011750084817642,1.011650084817642,800000.0,400000.0,80.0,-12179.966072943227,-12299.966072943222,-1719.9321458864601,-1959.9321458864515,-22639.999999999993,-0.028299999999999992,-18436.72379493672,-24196.723794936464,-61033.447589873445,-72553.44758987305,24160.000000000306,2011
49,2012-01-02,2012-04-02,1.0195,0.9905,1.01743978744106,1.01733978744106,800000.0,400000.0,80.0,-12424.085023576083,-12544.085023576077,-1648.1700471521422,-1888.1700471521333,-23200.000000000022,-0.029000000000000026,-30860.8088185128,-36740.80881851254,-62681.617637025585,-74441.61763702518,960.0000000002838,2012
50,2012-02-01,2012-05-01,0.9988,0.9858,0.9967320910973086,0.9966320910973087,800000.0,400000.0,80.0,-6027.163561076553,-6147.16356107655,-1654.3271221530986,-1894.32712215309,-10400.00000000001,-0.013000000000000012,-36887.97237958935,-42887.97237958909,-64335.94475917868,-76335.94475917827,-9439.999999999725,2012
51,2012-03-01,2012-06-01,0.9856,1.0404,0.9835104581847206,0.9834104581847206,800000.0,400000.0,80.0,21084.183273888215,20964.18327388822,-1671.633452223542,-1911.6334522235334,43839.99999999997,0.05479999999999996,-15803.789105701137,-21923.78910570087,-66007.57821140223,-78247.5782114018,34400.00000000025,2012
52,2012-04-02,2012-07-02,0.9905,1.0166,0.9884247231367854,0.9883247231367854,800000.0,400000.0,80.0,9609.88925471411,9489.889254714115,-1660.2214905717005,-1900.2214905716917,20879.99999999992,0.0260999999999999,-6193.899850987027,-12433.899850986756,-67667.79970197393,-80147.79970197349,55280.00000000017,2012
53,2012-05-01,2012-08-01,0.9858,1.0053,0.9834157532538772,0.9833157532538772,800000.0,400000.0,80.0,6846.301301550906,6726.30130155091,-1907.3973968982473,-2147.397396898238,15600.000000000058,0.019500000000000073,652.4014505638788,-5707.5985494358465,-69575.19709887217,-82295.19709887172,70880.00000000023,2012
54,2012-06-01,2012-09-03,1.0404,0.9856,1.038142435277099,1.038042435277099,800000.0,400000.0,80.0,-22823.02588916041,-22943.025889160406,-1806.0517783208497,-2046.0517783208409,-43839.99999999997,-0.05479999999999996,-22170.624438596533,-28650.624438596253,-71381.24887719302,-84341.24887719256,27040.000000000262,2012
55,2012-07-02,2012-10-01,1.0166,0.9821,1.0146726039016116,1.0145726039016116,800000.0,400000.0,80.0,-14570.95843935532,-14690.958439355316,-1541.9168787106585,-1781.9168787106496,-27599.99999999998,-0.034499999999999975,-36741.58287795185,-43341.58287795157,-72923.16575590368,-86123.1657559032,-559.9999999997199,2012
56,2012-08-01,2012-11-01,1.0053,0.9964,1.0030937453239563,1.0029937453239564,800000.0,400000.0,80.0,-4442.501870417547,-4562.501870417544,-1765.0037408349917,-2005.0037408349829,-7120.000000000104,-0.00890000000000013,-41184.084748369394,-47904.08474836912,-74688.16949673867,-88128.16949673819,-7679.999999999824,2012
57,2012-09-03,2012-12-03,0.9856,0.995,0.983289788793856,0.983189788793856,800000.0,400000.0,80.0,2835.9155175423643,2715.915517542369,-1848.1689649152422,-2088.168964915233,7519.999999999971,0.009399999999999964,-38348.16923082703,-45188.16923082675,-76536.33846165391,-90216.33846165343,-159.99999999985266,2012
58,2012-10-01,2013-01-01,0.9821,0.9928,0.979895730566847,0.979795730566847,800000.0,400000.0,80.0,3398.2922267388194,3278.292226738824,-1763.4155465223955,-2003.4155465223866,8560.000000000035,0.010700000000000043,-34949.87700408821,-41909.87700408793,-78299.7540081763,-92219.75400817582,8400.000000000182,2012
59,2012-11-01,2013-02-01,0.9964,0.9963,0.9941636350033666,0.9940636350033666,800000.0,400000.0,80.0,-934.5459986533466,-1054.5459986533422,-1789.091997306702,-2029.0919973066932,-79.99999999999119,-9.999999999998899e-05,-35884.423002741554,-42964.42300274127,-80088.846005483,-94248.84600548251,8320.000000000191,2012
60,2012-12-03,2013-03-01,0.995,1.0267,0.9928906347424868,0.9927906347424869,800000.0,400000.0,80.0,11836.25389699472,11716.253896994724,-1687.4922060105214,-1927.4922060105125,25359.99999999996,0.03169999999999995,-24048.169105746834,-31248.169105746547,-81776.33821149352,-96176.33821149303,33680.00000000015,2012
61,2013-01-01,2013-04-01,0.9928,1.0167,0.9906456150853038,0.9905456150853038,800000.0,400000.0,80.0,8698.246034121483,8578.246034121486,-1723.5079317569734,-1963.5079317569646,19119.999999999938,0.02389999999999992,-15349.923071625351,-22669.92307162506,-83499.8461432505,-98139.84614324999,52800.00000000009,2013
62,2013-02-01,2013-05-01,0.9963,1.0083,0.9941380739780014,0.9940380739780014,800000.0,400000.0,80.0,3935.229591200562,3815.2295912005666,-1729.5408175988846,-1969.540817598876,9600.00000000001,0.01200000000000001,-11414.69348042479,-18854.693480424496,-85229.38696084938,-100109.38696084886,62400.000000000095,2013
63,2013-03-01,2013-06-03,1.0267,1.0276,1.02452348613328,1.02442348613328,800000.0,400000.0,80.0,-510.6055466879589,-630.6055466879545,-1741.2110933760162,-1981.2110933760073,720.0000000000983,0.0009000000000001229,-11925.29902711275,-19485.29902711245,-86970.5980542254,-102090.59805422487,63120.0000000002,2013
64,2013-04-01,2013-07-01,1.0167,1.0495,1.0144433149612189,1.0143433149612189,800000.0,400000.0,80.0,12217.325984487637,12097.325984487641,-1805.348031024856,-2045.3480310248472,26240.00000000013,0.03280000000000016,292.0269573748883,-7387.97304262481,-88775.94608525025,-104135.94608524971,89360.00000000032,2013
65,2013-05-01,2013-08-01,1.0083,1.0345,1.005961490311479,1.005861490311479,800000.0,400000.0,80.0,9544.596124591642,9424.596124591646,-1870.8077508167164,-2110.8077508167075,20960.0,0.0262,9836.62308196653,2036.6230819668363,-90646.75383606697,-106246.75383606642,110320.00000000032,2013
66,2013-06-03,2013-09-02,1.0276,1.0543,1.025139971571781,1.025039971571781,800000.0,400000.0,80.0,9695.98862871237,9575.988628712375,-1968.022742575215,-2208.0227425752064,21359.999999999956,0.026699999999999946,19532.611710678902,11612.611710679212,-92614.77657864218,-108454.77657864163,131680.0000000003,2013
67,2013-07-01,2013-10-01,1.0495,1.0322,1.0469091589157915,1.0468091589157915,800000.0,400000.0,80.0,-7956.336433683475,-8076.336433683471,-2072.672867366876,-2312.672867366867,-13840.000000000075,-0.017300000000000093,11576.275276995428,3536.2752769957406,-94687.44944600905,-110767.4494460085,117840.00000000022,2013
68,2013-08-01,2013-11-01,1.0345,1.0419,1.032023391521197,1.031923391521197,800000.0,400000.0,80.0,1969.3566084788115,1849.3566084788158,-1981.2867830424352,-2221.2867830424266,5920.000000000058,0.007400000000000073,13545.631885474239,5385.631885474557,-96668.73622905149,-112988.73622905092,123760.00000000028,2013
69,2013-09-02,2013-12-02,1.0543,1.0641,1.0517759270804758,1.0516759270804759,800000.0,400000.0,80.0,2910.3708321903455,2790.3708321903496,-2019.2583356193338,-2259.258335619325,7840.000000000025,0.009800000000000031,16456.002717664585,8176.002717664906,-98687.99456467082,-115247.99456467024,131600.0000000003,2013
70,2013-10-01,2014-01-01,1.0322,1.0641,1.029728774502469,1.029628774502469,800000.0,400000.0,80.0,11771.509800987624,11651.509800987627,-1976.9803980247857,-2216.980398024777,25520.000000000033,0.03190000000000004,28227.51251865221,19827.512518652533,-100664.9749626956,-117464.97496269502,157120.00000000032,2013
71,2013-11-01,2014-02-03,1.0419,1.1116,1.0396649438762784,1.0395649438762784,800000.0,400000.0,80.0,26985.977550511285,26865.977550511292,-1788.0448989773256,-2028.0448989773167,55759.9999999999,0.06969999999999987,55213.4900691635,46693.490069163825,-102453.01986167293,-119493.01986167234,212880.00000000023,2013
72,2013-12-02,2014-03-03,1.0641,1.1076,1.061737928368334,1.061637928368334,800000.0,400000.0,80.0,16455.171347333497,16335.1713473335,-1889.6573053329034,-2129.657305332895,34799.9999999999,0.04349999999999987,71668.661416497,63028.66141649733,-104342.67716700584,-121622.67716700523,247680.00000000012,2013
73,2014-01-01,2014-04-01,1.0641,1.1021,1.0618704621984985,1.0617704621984985,800000.0,400000.0,80.0,14308.184879399376,14188.184879399381,-1783.6302412012728,-2023.630241201264,30400.000000000025,0.038000000000000034,85976.84629589636,77216.84629589671,-106126.30740820711,-123646.30740820648,278080.0000000001,2014
74,2014-02-03,2014-05-01,1.1116,1.0954,1.109270822420115,1.109170822420115,800000.0,400000.0,80.0,-7411.671031953926,-7531.671031953922,-1863.342063907858,-2103.342063907849,-12959.999999999995,-0.016199999999999992,78565.17526394244,69685.17526394279,-107989.64947211496,-125749.64947211434,265120.0000000001,2014
75,2014-03-03,2014-06-02,1.1076,1.0899,1.1053894973181988,1.1052894973181988,800000.0,400000.0,80.0,-7964.201072720378,-8084.201072720374,-1768.4021454408949,-2008.4021454408862,-14159.999999999862,-0.017699999999999827,70600.97419122206,61600.97419122241,-109758.05161755586,-127758.05161755522,250960.00000000026,2014
76,2014-04-01,2014-07-01,1.1021,1.0631,1.0997632367981245,1.0996632367981245,800000.0,400000.0,80.0,-16534.705280750295,-16654.70528075029,-1869.410561500473,-2109.410561500464,-31200.000000000116,-0.039000000000000146,54066.26891047177,44946.26891047212,-111627.46217905633,-129867.46217905568,219760.00000000015,2014
77,2014-05-01,2014-08-01,1.0954,1.0914,1.092886549445068,1.092786549445068,800000.0,400000.0,80.0,-2605.3802219728086,-2725.380221972804,-2010.760443945614,-2250.760443945605,-3200.0000000000027,-0.0040000000000000036,51460.88868849896,42220.88868849932,-113638.22262300194,-132118.2226230013,216560.00000000015,2014
78,2014-06-02,2014-09-01,1.0899,1.087,1.0874805976105557,1.0873805976105557,800000.0,400000.0,80.0,-2127.760955777802,-2247.760955777798,-1935.5219115555044,-2175.5219115554955,-2320.0000000000996,-0.0029000000000001247,49333.12773272116,39973.12773272152,-115573.74453455745,-134293.74453455678,214240.00000000006,2014
79,2014-07-01,2014-10-01,1.0631,1.1162,1.060634148896371,1.060534148896371,800000.0,400000.0,80.0,20253.65955854852,20133.659558548523,-1972.6808829030774,-2212.6808829030683,42480.00000000012,0.05310000000000015,69586.78729126968,60106.78729127004,-117546.42541746053,-136506.42541745986,256720.00000000017,2014
80,2014-08-01,2014-11-03,1.0914,1.1357,1.0888685704309655,1.0887685704309655,800000.0,400000.0,80.0,16707.42817238624,16587.428172386248,-2025.1436552275236,-2265.143655227515,35440.00000000001,0.044300000000000006,86294.21546365591,76694.21546365629,-119571.56907268806,-138771.5690726874,292160.0000000002,2014
81,2014-09-01,2014-12-01,1.087,1.1328,1.0845328727490398,1.0844328727490398,800000.0,400000.0,80.0,17333.14909961594,17213.149099615945,-1973.7018007681684,-2213.7018007681595,36640.00000000005,0.04580000000000006,103627.36456327185,93907.36456327223,-121545.27087345622,-140985.27087345553,328800.00000000023,2014
82,2014-10-01,2015-01-01,1.1162,1.1615,1.1136943130799164,1.1135943130799164,800000.0,400000.0,80.0,17117.725231966488,16997.72523196649,-2004.5495360669463,-2244.5495360669374,36239.99999999992,0.045299999999999896,120745.08979523834,110905.08979523872,-123549.82040952316,-143229.82040952248,365040.0000000002,2014
83,2014-11-03,2015-02-02,1.1357,1.2566,1.1332636050688487,1.1331636050688487,800000.0,400000.0,80.0,47385.44202753951,47265.44202753952,-1949.115944920976,-2189.115944920967,96720.0,0.12090000000000001,168130.53182277785,158170.53182277823,-125498.93635444414,-145418.93635444346,461760.0000000002,2014
84,2014-12-01,2015-03-02,1.1328,1.2535,1.130313496794792,1.130213496794792,800000.0,400000.0,80.0,47285.39871791684,47165.39871791685,-1989.202564166348,-2229.202564166339,96560.00000000003,0.12070000000000003,215415.93054069468,205335.9305406951,-127488.1389186105,-147648.1389186098,558320.0000000002,2014
85,2015-01-01,2015-04-01,1.1615,1.2619,1.1589794717018782,1.1588794717018782,800000.0,400000.0,80.0,39151.788680751306,39031.78868075131,-2016.4226384974172,-2256.422638497408,80320.00000000003,0.10040000000000004,254567.719221446,244367.7192214464,-129504.56155710791,-149904.5615571072,638640.0000000002,2015
86,2015-02-02,2015-05-01,1.2566,1.2158,1.2547806590114827,1.2546806590114827,800000.0,400000.0,80.0,-17047.736395406864,-17167.73639540686,-1455.472790813772,-1695.4727908137634,-32639.999999999956,-0.04079999999999995,237519.98282603914,227199.98282603954,-130960.03434792168,-151600.03434792097,606000.0000000002,2015
